video_id,comment,clean_comment,label,label_id
dVTaBKZLsds,Kasian yang mak bapaknya gapetk.,kasian yang mak bapaknya gapetk,neutral,1
2BdXibzPPyc,lah kocakk kenapa gak game aja gitu truss kita nonton apa kocakkkk,lah kocakk kenapa gak game aja gitu truss kita nonton apa kocakkkk,negative,0
C8XBDjbPNNU,Tidak ada larangan menggunakan medsos pada anak yang berumur di bawah 16,tidak ada larangan menggunakan medsos pada anak yang berumur di bawah 16,negative,0
_M85Z0Beq_g,GK setuju Roblox sama YouTube jangan,gk setuju roblox sama youtube jangan,negative,0
lM-QZ4uCXuk,"Wahh pinter bgt ya main blokir sosmed, sini udh berkarya udh berusaha jadi konten kreator malah di blokir, maksa bgt buat kita jadi pinter, tau gue klo lo bener tapi cara lo salah, misal wa lo blokir, gimana anak2 yang ngerantau mau ngehubungin ortu nya?, masa sini suruh belajar terus? Disini juga butuh hiburan!, terus sekarang roblox, game kyk gitu knp lo blokir? Map nya yang ga senonoh atau player nya? Klo map atau player nya ga senonoh lo blokir aja mereka yang salah, kita yang ga salah dan main bener malah di blokir, mikir ga?, hp buat apa hah klo semua medsos lo batasi, sisa in satu kek<br>Mau yt, tiktok, ig, Facebook dll, itu sisa in! Ga ush lo ambil semua buat di blok, otak kok kek ajg<br>Ajg aja masih pinter, kalian klo mau hujat gue gpp, hujat aja semau kalian, lo klo iri sama negara china yang siswa-siswi nya yang belajar terus, ga ush gini cara nya! Toloo bgt jadi pemerintah, tahun kemarin buat masalah pajak naik, sekarang blokir medsos",wahh pinter bgt ya main blokir sosmed sini udh berkarya udh berusaha jadi konten kreator malah di blokir maksa bgt buat kita jadi pinter tau gue klo lo bener tapi cara lo salah misal wa lo blokir gimana anak2 yang ngerantau mau ngehubungin ortu nya masa sini suruh belajar terus disini juga butuh hiburan terus sekarang roblox game kyk gitu knp lo blokir map nya yang ga senonoh atau player nya klo map atau player nya ga senonoh lo blokir aja mereka yang salah kita yang ga salah dan main bener malah di blokir mikir ga hp buat apa hah klo semua medsos lo batasi sisa in satu kekmau yt tiktok ig facebook dll itu sisa in ga ush lo ambil semua buat di blok otak kok kek ajgajg aja masih pinter kalian klo mau hujat gue gpp hujat aja semau kalian lo klo iri sama negara china yang siswasiswi nya yang belajar terus ga ush gini cara nya toloo bgt jadi pemerintah tahun kemarin buat masalah pajak naik sekarang blokir medsos,negative,0
fX2bE5ecHy4,Gimana cara kita nonton tutorial  kalo di Gugel doang mana ngerti <br><br>Mana Vivan vantasi  belum  rilis<br><br>Gua setuju sama peraturan ini kalo youtoube gak di blokir <br><br>That&#39;s my source of pleasure,gimana cara kita nonton tutorial kalo di gugel doang mana ngerti mana vivan vantasi belum rilisgua setuju sama peraturan ini kalo youtoube gak di blokir thats my source of pleasure,negative,0
V_mvjaonG-w,Oke 👍,oke,positive,2
LSrWXE05LNY,Gua bakalan ikut demo,gua bakalan ikut demo,negative,0
R1hQwelEGvU,"Ada dua APK yang saya tidak setuju jika akan di blokir. 1 YouTube: beberapa sekolah banyak yang memberikan tutorial/tugas anak sekolah dari YouTube,maka dengan tidak adanya YouTube maka pendidikan Indonesia akan terhalang (INGAT SAAT INI PENDIDIKAN INDONESIA BISA DI KATAKAN BURUK JIKA DI BANDINGKAN KE NEGARA LAIN). 2 Roblox: Sebenernya jawabannya simpel, dari video di atas mengatakan bahwa sosial media akan di blokir, sedangkan Roblox itu game yang berjenis multiplayer, artinya percuma jika yang di blokir hanya Roblox, karena ada 1M+ Game yang menggunakan sistem multiplayer dan kemungkinan para pemain yang gamenya terkena blokir akan mencari game yang bersistem multiplayer juga yang artinya para pemain akan tetap bisa bermain bersama, Simpelnya (Roblox game multiplayer, jika di blokir orang akan mencari game multiplayer yang lain).",ada dua apk yang saya tidak setuju jika akan di blokir 1 youtube beberapa sekolah banyak yang memberikan tutorialtugas anak sekolah dari youtubemaka dengan tidak adanya youtube maka pendidikan indonesia akan terhalang ingat saat ini pendidikan indonesia bisa di katakan buruk jika di bandingkan ke negara lain 2 roblox sebenernya jawabannya simpel dari video di atas mengatakan bahwa sosial media akan di blokir sedangkan roblox itu game yang berjenis multiplayer artinya percuma jika yang di blokir hanya roblox karena ada 1m game yang menggunakan sistem multiplayer dan kemungkinan para pemain yang gamenya terkena blokir akan mencari game yang bersistem multiplayer juga yang artinya para pemain akan tetap bisa bermain bersama simpelnya roblox game multiplayer jika di blokir orang akan mencari game multiplayer yang lain,negative,0
nVMFsgHRcnY,Segerakan aturan ini u tuk masa depan bangsa,segerakan aturan ini u tuk masa depan bangsa,positive,2
hzDavp3DQo4,Bocil puber ngapa pada gk terima cuk ampe spam komen sana sini,bocil puber ngapa pada gk terima cuk ampe spam komen sana sini,positive,2
LFfRhLKHdJA,JANGAN DI TAYANGKAN,jangan di tayangkan,positive,2
19eKDDkJt6w,"Gimana anak anak nonton nissa sabyan, alma esbeye, sholawat, ibra berkisah, entong emang anak anak gak boleh hah",gimana anak anak nonton nissa sabyan alma esbeye sholawat ibra berkisah entong emang anak anak gak boleh hah,negative,0
0Sa4S97M-uM,Aku setuju kalau Roblox diblokir aku sudah bosan dengan Roblox,aku setuju kalau roblox diblokir aku sudah bosan dengan roblox,positive,2
TdyE62mSXx0,"Hehhhhh kenapa tulisan nya cuman Roblox padahal Roblox itu kandungan nya soal kreativitas, bahkan saya bisa belajar bahasa inggris karena Roblox apa masalahnya kenapa ga PUBG game haram ga di blokir juga! Mobile legend dan ff aja tembak tembakan bodoh apa apalagi mobile legend bunuh bunuhan masa cuma roblox lagian Roblox itu buat aku pintar inggris apa sih ini pemerintah",hehhhhh kenapa tulisan nya cuman roblox padahal roblox itu kandungan nya soal kreativitas bahkan saya bisa belajar bahasa inggris karena roblox apa masalahnya kenapa ga pubg game haram ga di blokir juga mobile legend dan ff aja tembak tembakan bodoh apa apalagi mobile legend bunuh bunuhan masa cuma roblox lagian roblox itu buat aku pintar inggris apa sih ini pemerintah,negative,0
vk2Ynj24qNA,Kok kementrian tegasih kalau gak ada bocil tiktok dan YouTube akan sepi terus semua YouTuber akan sepi YouTube ku sepi dong 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,kok kementrian tegasih kalau gak ada bocil tiktok dan youtube akan sepi terus semua youtuber akan sepi youtube ku sepi dong,negative,0
p8p-sAq_hhI,"Terimakasih pemerintah sudah memikirkan sejauh ini, <br>walaupun hasilnya kecil kemungkinan.<br> ttp setidaknya pemerintah sudah mengambil bagian",terimakasih pemerintah sudah memikirkan sejauh ini walaupun hasilnya kecil kemungkinan ttp setidaknya pemerintah sudah mengambil bagian,positive,2
DfYhY-bKsZI,Ayo hujat habis habisan😡😡😡🤬😡🤬🤬😡😡😡,ayo hujat habis habisan,negative,0
DfYhY-bKsZI,Seharusnya kalau mau anak anak aman Ben atau blokir akun yang berbahaya,seharusnya kalau mau anak anak aman ben atau blokir akun yang berbahaya,negative,0
viGBwFO3nDA,Pake akun bapak boss,pake akun bapak boss,neutral,1
KIH6ZXRp9g0,"Untung anak Aku gak megang hp , mungkin setelah lewat umur 10 Baru kukasih hp jumat Dan sabtu saja,",untung anak aku gak megang hp mungkin setelah lewat umur 10 baru kukasih hp jumat dan sabtu saja,positive,2
JrCe8CVR1KY,Gw ga setuju sama perintah itu gw ga bisa seneng seneng kalo ga ada roblox😭,gw ga setuju sama perintah itu gw ga bisa seneng seneng kalo ga ada roblox,negative,0
RsKRrIp--Mg,Setuju mampus  Luh bocil kerena itu belajar bocil 😂,setuju mampus luh bocil kerena itu belajar bocil,positive,2
DfYhY-bKsZI,Kenapa sekalinya korupsi narkoba  gak cepat bergerak. tapi kalau tentang pembatasan digital pemerintah sok asik,kenapa sekalinya korupsi narkoba gak cepat bergerak tapi kalau tentang pembatasan digital pemerintah sok asik,negative,0
LFfRhLKHdJA,Kak boleh ada jam nya di semua hp boleh gak pls,kak boleh ada jam nya di semua hp boleh gak pls,neutral,1
TdyE62mSXx0,sok ngatur anjir 😤😤😡😡🤬,sok ngatur anjir,negative,0
p8p-sAq_hhI,Media sosial dilarang koruptor bebas🤬,media sosial dilarang koruptor bebas,neutral,1
R1hQwelEGvU,Lu jangan Ngatur akun saya banyak konten HP kalo saya ulang buat baru akun jangan buat Gaduh saya dalah Gw gak Setuju,lu jangan ngatur akun saya banyak konten hp kalo saya ulang buat baru akun jangan buat gaduh saya dalah gw gak setuju,negative,0
OBb8iLYgMu4,Judi aja belum diberesin,judi aja belum diberesin,neutral,1
cqVq6jZn0CM,Yutube sama yg lain gaada salah urusin dulu judol itu baru aku terima semuanya di blok selain judol... 😔✊,yutube sama yg lain gaada salah urusin dulu judol itu baru aku terima semuanya di blok selain judol,negative,0
iLERE4VmtZc,"Pemerintah lol,",pemerintah lol,negative,0
2045C8XBDjbPNNU,Robloxnya aja di belokir permanen,robloxnya aja di belokir permanen,negative,0
JrCe8CVR1KY,bahkan youtuber dibawah umur juga sedih😔,bahkan youtuber dibawah umur juga sedih,negative,0
QDj0g7Xw2rg,GK setuju! <br>GK boleh pemerintah kek gini😡❤<br>Kalau gw GK ada WhatsApp gw gimana telepon ayah gw sama temen gw!<br>Pokonya GK setuju titik GK pake koma!,gk setuju gk boleh pemerintah kek ginikalau gw gk ada whatsapp gw gimana telepon ayah gw sama temen gwpokonya gk setuju titik gk pake koma,negative,0
iLERE4VmtZc,kita harus demo🎉,kita harus demo,negative,0
viGBwFO3nDA,"Tapi gimana ya, youtube soalnya buat belajar smp ku saya baru umur 15 kalo akun youtube saya ga bisa buka lgi, berarti saya ga bisa liat tutorial belajar atau kerja kelompok video olahraga",tapi gimana ya youtube soalnya buat belajar smp ku saya baru umur 15 kalo akun youtube saya ga bisa buka lgi berarti saya ga bisa liat tutorial belajar atau kerja kelompok video olahraga,negative,0
OTk4HFU-xn8,Saya setuju bgt media sosial ini ditutup buat anak di bawah umur itu. Anak2 menjadi bodor karna sosmed ini.,saya setuju bgt media sosial ini ditutup buat anak di bawah umur itu anak2 menjadi bodor karna sosmed ini,positive,2
V_mvjaonG-w,Bodoh bngtt ortunya anak kecil masih belia sudah di berikan hp seharusnya anak segitu beri pemahaman kasih buku atau alquran agar mengembangkan ide&quot; yg cerdas bukan malah merusak otak karena kecanduan hp😢,bodoh bngtt ortunya anak kecil masih belia sudah di berikan hp seharusnya anak segitu beri pemahaman kasih buku atau alquran agar mengembangkan ide yg cerdas bukan malah merusak otak karena kecanduan hp,positive,2
hzDavp3DQo4,GIMMICK GIMMICK PEMERINTAH SAJA INI HANYA MRNGGERTAK SAJA TANPA BERTINDAK  <br>Inpo lapor ketua <br>&quot;Jangan percaya dengan Janji Janji pemerintah karena PEMERINTAH ITU PEMBOHONG,gimmick gimmick pemerintah saja ini hanya mrnggertak saja tanpa bertindak inpo lapor ketua jangan percaya dengan janji janji pemerintah karena pemerintah itu pembohong,neutral,1
2BdXibzPPyc,Kalian pikir nga susah bikin 700 subs kalian pikir gampang HAH?!,kalian pikir nga susah bikin 700 subs kalian pikir gampang hah,negative,0
LSrWXE05LNY,"Heh ini namanya perampasan anj,gua udah cape² buat vt lu malah merampas akun kita,biar apa kaya gitu tolo* biar Indonesia negara paling tinggi iyaaaa gak kaya gitu juga cara mainnya!!! COBA HARGAI ANAK2 YANG SUDAH BERJUANG BUAT VT TAPI APA HASILNYA LU PERAMPAS GUA BENCI PEMERINTAH!!!!",heh ini namanya perampasan anjgua udah cape buat vt lu malah merampas akun kitabiar apa kaya gitu tolo biar indonesia negara paling tinggi iyaaaa gak kaya gitu juga cara mainnya coba hargai anak2 yang sudah berjuang buat vt tapi apa hasilnya lu perampas gua benci pemerintah,negative,0
RsKRrIp--Mg,TAMATLAH SUDAH INIMAH,tamatlah sudah inimah,negative,0
viGBwFO3nDA,Lah kan aku nontonnya youtuber,lah kan aku nontonnya youtuber,negative,0
fX2bE5ecHy4,Kenapa sih harus di hapus tiktok YouTube Ig Facebook Roblox game favorit ku 😭😭😭😭😭😭 berarti GK ada yg hibur kita lagi plis jangan di blokir masa cuman ngeliat galeri doang si mikir kisd😡😡masa setiap harin<br> Nonton nya tv galeri najis banget 😡😡😡😡😡bisa GK si GK usah di blokir mending yg di blokir judol mending ini nih korupsi nya masukin aja ke kantor polisi biar tau rasa😡😡😡misalkan ada bencana gimana GK bisa ngeliat donggg🤬🤬🤬🤬🤬dasar bodoh Mikir kisd 😡😡😡sekarang di Indonesia bener bener GK adil bagi aku 😭😭😭😭plis jangan diblokir semuanya plis 😢😢😢😢bisa GK si korupsi ya GK usah ikut campur urusan anak kecil anak kecil  urusan korupsi korupsi dong ngotak dikit donggg😡🤬🤬najis najissss 😡😡😡andai kan aku jadi polisi biar bisa nangkap korupsi yg jahat 😭😭😭😭😭😭😭😭😭aku sampaii nangis 😢😢😢kata mama aku gini emang ni ya korupsi Dajjal apa-apa gitu kalau anak anak pada setres gimana ?Bu korupsi 😡😡,kenapa sih harus di hapus tiktok youtube ig facebook roblox game favorit ku berarti gk ada yg hibur kita lagi plis jangan di blokir masa cuman ngeliat galeri doang si mikir kisdmasa setiap harin nonton nya tv galeri najis banget bisa gk si gk usah di blokir mending yg di blokir judol mending ini nih korupsi nya masukin aja ke kantor polisi biar tau rasamisalkan ada bencana gimana gk bisa ngeliat dongggdasar bodoh mikir kisd sekarang di indonesia bener bener gk adil bagi aku plis jangan diblokir semuanya plis bisa gk si korupsi ya gk usah ikut campur urusan anak kecil anak kecil urusan korupsi korupsi dong ngotak dikit dongggnajis najissss andai kan aku jadi polisi biar bisa nangkap korupsi yg jahat aku sampaii nangis kata mama aku gini emang ni ya korupsi dajjal apaapa gitu kalau anak anak pada setres gimana bu korupsi,negative,0
dVTaBKZLsds,Gimana caranya ? Orang tua yg serumah saha gagal apalagi pemerintah. Kalau mau batasi jumlah hp. Pembelian hp harus dengan aturan yg ketat serta penggunaan kartu SIM Card tanam yg tidak bisa ganti ganti nomor. Hp untuk anak harus menggunakan nomor khusus yg hanya bisa untuk nelpon dan wa saja.,gimana caranya orang tua yg serumah saha gagal apalagi pemerintah kalau mau batasi jumlah hp pembelian hp harus dengan aturan yg ketat serta penggunaan kartu sim card tanam yg tidak bisa ganti ganti nomor hp untuk anak harus menggunakan nomor khusus yg hanya bisa untuk nelpon dan wa saja,negative,0
R1hQwelEGvU,"Ku doa, in   Semoga kamu dan tim pendek umur amiin 😇😇😇",ku doa in semoga kamu dan tim pendek umur amiin,negative,0
QDj0g7Xw2rg,"Tidak😠ini pasti tidak akan terjadi😠aku masih ingin melihay youtube,main roblox,melihat tiktok😠ini pasti tidak akan terjaaadiiiiiii!",tidakini pasti tidak akan terjadiaku masih ingin melihay youtubemain robloxmelihat tiktokini pasti tidak akan terjaaadiiiiiii,negative,0
RsKRrIp--Mg,Saya tidak setuju,saya tidak setuju,negative,0
C8XBDjbPNNU,Saya setuju apalagi di apk FB itu banyak banget vidio2?🤔,saya setuju apalagi di apk fb itu banyak banget vidio2,positive,2
NzMXdwZm8B0,Apala😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡h pemerintah ini Jadi orang kalau apa mau ngetik sesuatu misalnya memakai kalkulator gimana,apalah pemerintah ini jadi orang kalau apa mau ngetik sesuatu misalnya memakai kalkulator gimana,negative,0
fX2bE5ecHy4,Mending bikin aturan korupsi hukum mati,mending bikin aturan korupsi hukum mati,neutral,1
R1hQwelEGvU,"Gini Kidz knp YT juga di larang buat anak di bawah umur,emng bener bagus buat anak anak yg mau bljr/cari pengetahuan di YT,tapi sebagian besar anak&quot; juga akan terjaring ke konten&quot; dewasa,konten g baik,konten negatif dll,karena YT adalah apk global<br>YT bukan buat anak kecil doang,kalau mau cari apa apa pake hp kakaknya/ortu juga bisa kan?sekarang liat aja,selain konten yg TDK bermoral ada juga komen&quot; kurang pantas dan komen&quot; promosi judol&quot;,makanya sekarang di buat aturan tsb agar tidak mudah terjaring terhadap hal&quot; kurang baik,knp judol dan korupsi susah hilang?karena judol menyebar keseluruh dunia dan bisa di buat oleh seseorang setiap waktu kpn pun itu,kalau korupsi juga sama,bedanya di dlm negri sendiri dan di lindungi oleh oknum lembaga apapun itulah...dan bisa oknum pejabat melakukan korupsi lagi,jadi judol dan korupsi itu sifatnya kyk berkelanjutan,sementara itu aturan pembatasan sosmed sekarang itu sifatnya aktif karena bisa menonaktifkan pembatasan penggunaan sosmed secara serentak,jadi anak umur 16 Thn kebawah sosmed di nonaktifkan,kalau di atas 16 Thn tidak apa&quot; karena anak umur tsb sudah di anggap sedikit dewasa,1 hal lagi...judol dan korupsi itu tergesit dari hati seseorang untuk melakukannya,kalau aturan pembatasan sosmed itu muncul karena zaman teknologi semakin canggih,makanya itu dibatasi platform&quot; yg berbahaya untuk anak&quot; soalnya dari kecil anak&quot; sekarang bawaannya hp saja dan takutnya mental dan pengalaman di dunia luar gagal,soalnya kalau dimasa depan hanya mengandalkan kecanggihan saja itu kurang,makanya tinggikan pengalaman di luar dan mental sejak dini,gua juga pernah ngalamin itu,ini aja yg gua sampaikan,PAHAM SAMPAI SINI????",gini kidz knp yt juga di larang buat anak di bawah umuremng bener bagus buat anak anak yg mau bljrcari pengetahuan di yttapi sebagian besar anak juga akan terjaring ke konten dewasakonten g baikkonten negatif dllkarena yt adalah apk globalyt bukan buat anak kecil doangkalau mau cari apa apa pake hp kakaknyaortu juga bisa kansekarang liat ajaselain konten yg tdk bermoral ada juga komen kurang pantas dan komen promosi judolmakanya sekarang di buat aturan tsb agar tidak mudah terjaring terhadap hal kurang baikknp judol dan korupsi susah hilangkarena judol menyebar keseluruh dunia dan bisa di buat oleh seseorang setiap waktu kpn pun itukalau korupsi juga samabedanya di dlm negri sendiri dan di lindungi oleh oknum lembaga apapun itulahdan bisa oknum pejabat melakukan korupsi lagijadi judol dan korupsi itu sifatnya kyk berkelanjutansementara itu aturan pembatasan sosmed sekarang itu sifatnya aktif karena bisa menonaktifkan pembatasan penggunaan sosmed secara serentakjadi anak umur 16 thn kebawah sosmed di nonaktifkankalau di atas 16 thn tidak apa karena anak umur tsb sudah di anggap sedikit dewasa1 hal lagijudol dan korupsi itu tergesit dari hati seseorang untuk melakukannyakalau aturan pembatasan sosmed itu muncul karena zaman teknologi semakin canggihmakanya itu dibatasi platform yg berbahaya untuk anak soalnya dari kecil anak sekarang bawaannya hp saja dan takutnya mental dan pengalaman di dunia luar gagalsoalnya kalau dimasa depan hanya mengandalkan kecanggihan saja itu kurangmakanya tinggikan pengalaman di luar dan mental sejak dinigua juga pernah ngalamin ituini aja yg gua sampaikanpaham sampai sini,positive,2
